"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"RRRTUUS","200103","1.483","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200104","1.629","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200105","1.806","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200106","1.758","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200107","1.582","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200108","1.491","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200109","1.552","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200110","1.4","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200111","1.235","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200112","1.114","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200113","1.498","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200201","1.134","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200202","1.162","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200203","1.307","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200204","1.469","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200205","1.47","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200206","1.466","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200207","1.463","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200208","1.471","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200209","1.472","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200210","1.483","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200211","1.487","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200212","1.461","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200213","1.408","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200301","1.525","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200302","1.676","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200303","1.809","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200304","1.736","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200305","1.618","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200306","1.579","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200307","1.581","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200308","1.688","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200309","1.81","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200310","1.67","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200311","1.593","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200312","1.543","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200313","1.655","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200401","1.608","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200402","1.718","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200403","1.835","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200404","1.886","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200405","2.064","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200406","2.093","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200407","2.012","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200408","1.955","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200409","1.931","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200410","2.095","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200411","2.079","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200412","1.928","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200413","1.937","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200501","1.873","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200502","1.959","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200503","2.115","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200504","2.31","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200505","2.259","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200506","2.225","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200507","2.38","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200508","2.564","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200509","2.991","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200510","2.775","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200511","2.331","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200512","2.209","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200513","2.335","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200601","2.348","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200602","2.345","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200603","2.451","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200604","2.791","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200605","3.066","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200606","3.044","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200607","3.101","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200608","3.04","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200609","2.669","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200610","2.309","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200611","2.267","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200612","2.372","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200613","2.654","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200701","2.343","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200702","2.369","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200703","2.689","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200704","2.965","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200705","3.202","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200706","3.122","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200707","3.001","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200708","2.806","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200709","2.776","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200710","2.828","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200711","3.112","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200712","3.092","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200713","2.857","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200801","3.094","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200802","3.051","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200803","3.304","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200804","3.537","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200805","3.83","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200806","4.19","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200807","4.187","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200808","3.86","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200809","3.687","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200810","3.14","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200811","2.248","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200812","1.726","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200813","3.314","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200901","1.822","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200902","1.988","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200903","2.003","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200904","2.109","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200905","2.319","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200906","2.702","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200907","2.628","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200908","2.73","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200909","2.71","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200910","2.66","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200911","2.73","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200912","2.69","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","200913","2.433","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201001","2.792","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201002","2.729","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201003","2.834","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201004","2.913","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201005","2.922","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201006","2.832","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201007","2.832","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201008","2.828","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201009","2.761","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201010","2.872","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201011","2.952","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201012","3.082","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201013","2.864","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201101","3.173","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201102","3.301","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201103","3.671","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201104","3.914","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201105","4.025","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201106","3.789","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201107","3.726","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201108","3.698","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201109","3.693","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201110","3.549","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201111","3.497","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201112","3.361","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201113","3.616","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201201","3.486","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201202","3.711","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201203","4.017","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201204","4.032","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201205","3.919","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201206","3.695","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201207","3.565","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201208","3.834","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201209","3.949","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201210","3.939","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201211","3.603","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201212","3.424","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201213","3.757","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201301","3.452","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201302","3.807","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201303","3.845","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201304","3.714","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201305","3.72","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201306","3.731","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201307","3.751","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201308","3.697","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201309","3.656","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201310","3.468","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201311","3.362","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201312","3.418","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201313","3.635","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201401","3.438","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201402","3.464","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201403","3.658","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201404","3.809","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201405","3.824","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201406","3.831","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201407","3.763","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201408","3.616","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201409","3.516","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201410","3.277","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201411","2.99","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201412","2.657","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201413","3.481","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201501","2.262","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201502","2.351","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201503","2.697","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201504","2.679","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201505","3.014","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201506","3.014","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201507","3.061","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201508","2.876","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201509","2.555","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201510","2.414","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201511","2.304","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201512","2.23","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201513","2.629","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201601","2.17","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201602","1.936","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201603","2.124","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201604","2.293","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201605","2.413","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201606","2.497","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201607","2.411","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201608","2.3","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201609","2.339","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201610","2.382","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201611","2.343","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201612","2.385","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201613","2.296","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201701","2.482","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
"RRRTUUS","201702","2.467","6","Regular Motor Gasoline, Reformulated Gasoline Areas, Retail Price","Dollars per Gallon Including Taxes"
